NOC;Year;Season;Sport;Medallas_Cant;Temp_prom
USA;2016;Summer;Swimming;71;9
USA;2012;Summer;Swimming;68;9
USA;2008;Summer;Swimming;68;9
USA;2000;Summer;Swimming;66;9
USA;2004;Summer;Swimming;65;9
AUS;2008;Summer;Swimming;54;22
USA;2016;Summer;Athletics;46;9
AUS;2000;Summer;Swimming;46;22
SWE;2006;Winter;Ice Hockey;44;15
CAN;2014;Winter;Ice Hockey;44;-5
USA;2010;Winter;Ice Hockey;43;9
USA;2002;Winter;Ice Hockey;43;9
CAN;2010;Winter;Ice Hockey;43;-5
USA;2012;Summer;Athletics;42;9
CAN;2002;Winter;Ice Hockey;42;-5
FIN;2010;Winter;Ice Hockey;41;2
USA;2004;Summer;Athletics;38;9
BRA;2008;Summer;Football;35;25
GER;2016;Summer;Football;35;9
NED;2012;Summer;Hockey;33;9
GER;2016;Summer;Hockey;33;9
AUS;2016;Summer;Swimming;32;22
AUS;2012;Summer;Swimming;32;22
USA;2008;Summer;Athletics;32;9
NED;2000;Summer;Hockey;32;9
GER;2004;Summer;Hockey;32;9
AUS;2000;Summer;Hockey;32;22
NED;2004;Summer;Hockey;32;9
AUS;2004;Summer;Swimming;31;22
FRA;2016;Summer;Handball;31;11
JAM;2016;Summer;Athletics;30;25
NED;2014;Winter;Speed Skating;28;9
GBR;2012;Summer;Rowing;28;12
USA;2000;Summer;Athletics;28;9
RUS;2004;Summer;Athletics;27;-5
GBR;2016;Summer;Rowing;26;12
ITA;2016;Summer;Water Polo;26;13
USA;2008;Summer;Water Polo;26;9
RUS;2008;Summer;Athletics;25;-5
JAM;2012;Summer;Athletics;25;25
RUS;2000;Summer;Water Polo;25;-5
RUS;2000;Summer;Gymnastics;25;-5
USA;2008;Summer;Volleyball;24;9
CUB;2000;Summer;Baseball;24;25
BRA;2012;Summer;Volleyball;24;25
USA;2000;Summer;Baseball;24;9
CHN;2008;Summer;Gymnastics;24;11
ESP;2016;Summer;Basketball;24;13
USA;2012;Summer;Basketball;24;9
JPN;2004;Summer;Baseball;24;11
USA;2008;Summer;Baseball;24;9
USA;2004;Summer;Basketball;24;9
RUS;2000;Summer;Volleyball;24;-5
CUB;2004;Summer;Baseball;24;25
SRB;2016;Summer;Basketball;24;11
FIN;2014;Winter;Ice Hockey;24;2
AUS;2004;Summer;Baseball;24;22
CUB;2008;Summer;Baseball;24;25
KOR;2008;Summer;Baseball;24;12
KOR;2000;Summer;Baseball;24;12
USA;2008;Summer;Basketball;24;9
BRA;2008;Summer;Volleyball;24;25
USA;2016;Summer;Basketball;24;9
CZE;2006;Winter;Ice Hockey;24;4
USA;2016;Summer;Volleyball;24;9
JAM;2000;Summer;Athletics;23;25
GBR;2008;Summer;Rowing;23;12
USA;2000;Summer;Basketball;23;9
SWE;2014;Winter;Ice Hockey;23;19
RUS;2012;Summer;Athletics;23;-5
FIN;2006;Winter;Ice Hockey;23;2
RUS;2004;Summer;Volleyball;22;-5
RUS;2002;Winter;Ice Hockey;21;-5
AUS;2000;Summer;Rowing;21;22
FRA;2012;Summer;Swimming;21;11
GBR;2016;Summer;Cycling;20;12
USA;2014;Winter;Ice Hockey;20;9
NED;2004;Summer;Rowing;20;9
SWE;2002;Winter;Ice Hockey;20;19
CAN;2006;Winter;Ice Hockey;20;-5
ROU;2004;Summer;Gymnastics;20;9
USA;2008;Summer;Gymnastics;20;9
USA;2006;Winter;Ice Hockey;20;9
USA;2008;Summer;Rowing;19;9
SWE;2014;Winter;Cross Country Skiing;19;19
SUI;2014;Winter;Ice Hockey;19;15
GBR;2008;Summer;Cycling;19;12
GER;2004;Summer;Canoeing;19;9
AUS;2004;Summer;Rowing;19;22
GBR;2012;Summer;Cycling;19;12
USA;2004;Summer;Gymnastics;19;9
ARG;2008;Summer;Football;18;15
USA;2004;Summer;Rowing;18;9
BRA;2012;Summer;Football;18;25
GER;2008;Summer;Canoeing;18;9
CAN;2016;Summer;Football;18;-5
KOR;2006;Winter;Short Track Speed Skating;18;12
CAN;2012;Summer;Rowing;18;-5
CAN;2012;Summer;Football;18;-5
CMR;2000;Summer;Football;18;25
NGR;2016;Summer;Football;18;27
JPN;2012;Summer;Football;18;11
KOR;2012;Summer;Football;18;12
ARG;2016;Summer;Hockey;18;15
RUS;2000;Summer;Athletics;18;-5
SWE;2016;Summer;Football;18;19
JPN;2012;Summer;Swimming;17;11
GER;2012;Summer;Rowing;17;9
USA;2004;Summer;Football;17;9
AUS;2004;Summer;Cycling;17;22
GER;2000;Summer;Football;17;9
GER;2000;Summer;Canoeing;17;9
RUS;2014;Winter;Figure Skating;17;-5
ITA;2004;Summer;Football;17;13
NOR;2002;Winter;Cross Country Skiing;17;2
GER;2008;Summer;Hockey;17;9
GBR;2000;Summer;Rowing;17;12
GER;2016;Summer;Rowing;17;9
ESP;2000;Summer;Football;17;13
NOR;2000;Summer;Football;17;2
AUS;2008;Summer;Hockey;17;22
CHI;2000;Summer;Football;17;8
PAR;2004;Summer;Football;17;24
GER;2004;Summer;Football;17;9
CAN;2008;Summer;Rowing;17;-5
BRA;2004;Summer;Football;17;25
USA;2012;Summer;Football;17;9
USA;2008;Summer;Football;17;9
USA;2012;Summer;Rowing;17;9
GER;2006;Winter;Biathlon;17;9
HUN;2000;Summer;Canoeing;17;11
BRA;2016;Summer;Football;17;25
GER;2004;Summer;Swimming;17;9
ARG;2004;Summer;Football;16;15
ARG;2004;Summer;Hockey;16;15
CHN;2008;Summer;Hockey;16;11
NED;2016;Summer;Hockey;16;9
GBR;2016;Summer;Hockey;16;12
MEX;2012;Summer;Football;16;21
ITA;2008;Summer;Fencing;16;13
CAN;2006;Winter;Speed Skating;16;-5
GER;2016;Summer;Canoeing;16;9
NED;2000;Summer;Swimming;16;9
NGR;2008;Summer;Football;16;27
AUS;2012;Summer;Hockey;16;22
GBR;2012;Summer;Hockey;16;12
ARG;2008;Summer;Hockey;16;15
ITA;2012;Summer;Fencing;16;13
BEL;2016;Summer;Hockey;16;10
USA;2016;Summer;Gymnastics;16;9
RUS;2016;Summer;Gymnastics;16;-5
GER;2012;Summer;Hockey;16;9
AUS;2004;Summer;Hockey;16;22
GER;2008;Summer;Football;16;9
NED;2008;Summer;Hockey;16;9
KOR;2000;Summer;Hockey;16;12
ESP;2008;Summer;Hockey;16;13
NOR;2010;Winter;Cross Country Skiing;16;2
ARG;2000;Summer;Hockey;16;15
DEN;2004;Summer;Handball;15;8
JPN;2008;Summer;Softball;15;11
CRO;2012;Summer;Handball;15;11
CHN;2008;Summer;Diving;15;11
NED;2000;Summer;Rowing;15;9
USA;2008;Summer;Softball;15;9
RUS;2016;Summer;Handball;15;-5
SWE;2000;Summer;Handball;15;19
CHN;2012;Summer;Swimming;15;11
RUS;2016;Summer;Fencing;15;-5
FRA;2008;Summer;Handball;15;11
FRA;2012;Summer;Handball;15;11
NOR;2000;Summer;Handball;15;2
JPN;2000;Summer;Softball;15;11
KOR;2004;Summer;Handball;15;12
UKR;2004;Summer;Handball;15;8
ESP;2000;Summer;Handball;15;13
NED;2016;Summer;Rowing;15;9
CRO;2004;Summer;Handball;15;11
GER;2004;Summer;Handball;15;9
ESP;2012;Summer;Handball;15;13
GER;2016;Summer;Equestrianism;15;9
HUN;2000;Summer;Handball;15;11
USA;2004;Summer;Equestrianism;15;9
KEN;2008;Summer;Athletics;15;25
DEN;2000;Summer;Handball;15;8
AUS;2000;Summer;Softball;15;22
RUS;2000;Summer;Handball;15;-5
CAN;2016;Summer;Swimming;15;-5
NED;2004;Summer;Swimming;15;9
KOR;2012;Summer;Fencing;15;12
GER;2016;Summer;Handball;15;9
AUS;2004;Summer;Softball;15;22
USA;2004;Summer;Softball;15;9
AUS;2008;Summer;Softball;15;22
GER;2002;Winter;Biathlon;15;9
ARG;2012;Summer;Hockey;15;15
USA;2000;Summer;Softball;15;9
GER;2000;Summer;Cycling;14;9
CHN;2016;Summer;Diving;14;11
USA;2010;Winter;Short Track Speed Skating;14;9
CHN;2002;Winter;Short Track Speed Skating;14;11
JAM;2008;Summer;Athletics;14;25
SWE;2012;Summer;Handball;14;19
CHN;2012;Summer;Diving;14;11
NOR;2008;Summer;Handball;14;2
DEN;2016;Summer;Handball;14;8
NOR;2016;Summer;Handball;14;2
HUN;2004;Summer;Canoeing;14;11
GER;2012;Summer;Canoeing;14;9
FRA;2004;Summer;Fencing;14;11
CHN;2008;Summer;Swimming;14;11
ESP;2008;Summer;Handball;14;13
FRA;2000;Summer;Fencing;14;11
CAN;2002;Winter;Short Track Speed Skating;14;-5
HUN;2012;Summer;Canoeing;14;11
KOR;2008;Summer;Handball;14;12
CHN;2000;Summer;Diving;14;11
GER;2000;Summer;Rowing;14;9
GBR;2016;Summer;Athletics;14;12
RUS;2008;Summer;Handball;14;-5
GBR;2012;Summer;Equestrianism;14;12
JPN;2004;Summer;Softball;14;11
RUS;2004;Summer;Handball;14;-5
MNE;2012;Summer;Handball;14;11
AUT;2006;Winter;Alpine Skiing;14;6
ISL;2008;Summer;Handball;14;2
NOR;2012;Summer;Handball;14;2
CRO;2012;Summer;Water Polo;13;11
AUS;2000;Summer;Water Polo;13;22
USA;2000;Summer;Water Polo;13;9
JAM;2004;Summer;Athletics;13;25
CRO;2016;Summer;Water Polo;13;11
FIJ;2016;Summer;Rugby Sevens;13;24
SRB;2012;Summer;Water Polo;13;11
GBR;2016;Summer;Swimming;13;12
GRE;2004;Summer;Water Polo;13;15
ITA;2000;Summer;Fencing;13;13
NED;2006;Winter;Speed Skating;13;9
SCG;2000;Summer;Water Polo;13;10
HUN;2000;Summer;Water Polo;13;11
USA;2008;Summer;Fencing;13;9
ITA;2004;Summer;Water Polo;13;13
SRB;2008;Summer;Water Polo;13;11
RUS;2004;Summer;Fencing;13;-5
KEN;2016;Summer;Athletics;13;25
HUN;2004;Summer;Water Polo;13;11
RSA;2016;Summer;Rugby Sevens;13;18
AUS;2012;Summer;Rowing;13;22
SRB;2016;Summer;Water Polo;13;11
USA;2000;Summer;Football;13;9
RUS;2016;Summer;Water Polo;13;-5
ROU;2000;Summer;Rowing;13;9
ROU;2004;Summer;Rowing;13;9
RUS;2004;Summer;Water Polo;13;-5
AUS;2012;Summer;Water Polo;13;22
ITA;2012;Summer;Water Polo;13;13
USA;2016;Summer;Water Polo;13;9
AUS;2008;Summer;Water Polo;13;22
HUN;2008;Summer;Water Polo;13;11
BRA;2000;Summer;Basketball;12;25
BRA;2000;Summer;Volleyball;12;25
BRA;2016;Summer;Volleyball;12;25
RUS;2012;Summer;Volleyball;12;-5
JPN;2012;Summer;Volleyball;12;11
KOR;2010;Winter;Short Track Speed Skating;12;12
CAN;2016;Summer;Rugby Sevens;12;-5
JPN;2016;Summer;Judo;12;11
CHN;2000;Summer;Gymnastics;12;11
RUS;2012;Summer;Gymnastics;12;-5
FRA;2012;Summer;Basketball;12;11
NOR;2014;Winter;Cross Country Skiing;12;2
CHN;2000;Summer;Badminton;12;11
BRA;2004;Summer;Volleyball;12;25
CUB;2004;Summer;Volleyball;12;25
FRA;2000;Summer;Basketball;12;11
RUS;2012;Summer;Basketball;12;-5
NOR;2014;Winter;Biathlon;12;2
CHN;2012;Summer;Badminton;12;11
AUS;2012;Summer;Basketball;12;22
ITA;2004;Summer;Basketball;12;13
ITA;2000;Summer;Volleyball;12;13
GBR;2004;Summer;Rowing;12;12
RUS;2004;Summer;Basketball;12;-5
AUS;2008;Summer;Basketball;12;22
GBR;2016;Summer;Rugby Sevens;12;12
CHN;2004;Summer;Diving;12;11
SRB;2016;Summer;Volleyball;12;11
AUS;2004;Summer;Basketball;12;22
USA;2004;Summer;Water Polo;12;9
ITA;2004;Summer;Volleyball;12;13
CHN;2012;Summer;Gymnastics;12;11
ITA;2000;Summer;Rowing;12;13
CHN;2004;Summer;Volleyball;12;11
NED;2008;Summer;Water Polo;12;9
USA;2012;Summer;Volleyball;12;9
USA;2012;Summer;Water Polo;12;9
CHN;2008;Summer;Volleyball;12;11
CHN;2008;Summer;Table Tennis;12;11
SCG;2004;Summer;Water Polo;12;10
CAN;2010;Winter;Short Track Speed Skating;12;-5
AUS;2000;Summer;Basketball;12;22
CHN;2008;Summer;Badminton;12;11
ARG;2008;Summer;Basketball;12;15
ARG;2004;Summer;Basketball;12;15
CAN;2006;Winter;Short Track Speed Skating;12;-5
NOR;2002;Winter;Biathlon;12;2
CHN;2016;Summer;Volleyball;12;11
RUS;2008;Summer;Basketball;12;-5
NZL;2016;Summer;Rugby Sevens;12;11
ESP;2008;Summer;Basketball;12;13
ITA;2012;Summer;Volleyball;12;13
ESP;2012;Summer;Basketball;12;13
CAN;2014;Winter;Figure Skating;12;-5
ESP;2012;Summer;Water Polo;12;13
ITA;2016;Summer;Volleyball;12;13
LTU;2000;Summer;Basketball;12;6
CHN;2000;Summer;Table Tennis;12;11
AUS;2016;Summer;Rugby Sevens;12;22
RUS;2008;Summer;Volleyball;12;-5
GER;2008;Summer;Equestrianism;11;9
JPN;2004;Summer;Swimming;11;11
SWE;2010;Winter;Cross Country Skiing;11;19
JPN;2004;Summer;Synchronized Swimming;11;11
RUS;2012;Summer;Wrestling;11;-5
SCG;2000;Summer;Volleyball;11;10
JPN;2000;Summer;Synchronized Swimming;11;11
ROU;2008;Summer;Rowing;11;9
ROU;2000;Summer;Gymnastics;11;9
RUS;2008;Summer;Synchronized Swimming;11;-5
BAH;2000;Summer;Athletics;11;25
KEN;2012;Summer;Athletics;11;25
FRA;2008;Summer;Swimming;11;11
ITA;2004;Summer;Fencing;11;13
CHN;2016;Summer;Synchronized Swimming;11;11
RUS;2012;Summer;Synchronized Swimming;11;-5
RUS;2008;Summer;Wrestling;11;-5
RUS;2004;Summer;Synchronized Swimming;11;-5
NED;2008;Summer;Rowing;11;9
RUS;2016;Summer;Synchronized Swimming;11;-5
CHN;2012;Summer;Synchronized Swimming;11;11
RUS;2006;Winter;Biathlon;11;-5
RUS;2006;Winter;Cross Country Skiing;11;-5
GER;2000;Summer;Swimming;11;9
USA;2004;Summer;Synchronized Swimming;11;9
GER;2002;Winter;Cross Country Skiing;11;9
ESP;2012;Summer;Synchronized Swimming;10;13
NED;2010;Winter;Speed Skating;10;9
FRA;2000;Summer;Cycling;10;11
ESP;2008;Summer;Synchronized Swimming;10;13
CAN;2016;Summer;Athletics;10;-5
CAN;2006;Winter;Curling;10;-5
SUI;2002;Winter;Curling;10;15
CAN;2002;Winter;Curling;10;-5
CAN;2010;Winter;Curling;10;-5
CHN;2016;Summer;Gymnastics;10;11
USA;2012;Summer;Gymnastics;10;9
USA;2014;Winter;Figure Skating;10;9
CHN;2012;Summer;Table Tennis;10;11
RUS;2010;Winter;Biathlon;10;-5
TTO;2012;Summer;Athletics;10;26
JPN;2004;Summer;Judo;10;11
JPN;2016;Summer;Swimming;10;11
GBR;2008;Summer;Sailing;10;12
GER;2000;Summer;Equestrianism;10;9
RUS;2004;Summer;Shooting;10;-5
POL;2000;Summer;Canoeing;10;8
GBR;2000;Summer;Cycling;10;12
RUS;2004;Summer;Wrestling;10;-5
GER;2002;Winter;Bobsleigh;10;9
GBR;2004;Summer;Cycling;10;12
ITA;2004;Summer;Rowing;10;13
USA;2016;Summer;Fencing;10;9
AUS;2012;Summer;Cycling;10;22
RUS;2014;Winter;Biathlon;10;-5
GER;2012;Summer;Equestrianism;10;9
CHN;2016;Summer;Table Tennis;10;11
USA;2014;Winter;Bobsleigh;10;9
USA;2016;Summer;Rowing;10;9
JPN;2016;Summer;Synchronized Swimming;10;11
FRA;2006;Winter;Biathlon;10;11
SWE;2006;Winter;Cross Country Skiing;10;19
USA;2002;Winter;Bobsleigh;10;9
RUS;2000;Summer;Synchronized Swimming;10;-5
ITA;2006;Winter;Cross Country Skiing;10;13
GER;2006;Winter;Cross Country Skiing;10;9
GER;2010;Winter;Cross Country Skiing;10;9
USA;2000;Summer;Equestrianism;9;9
GER;2000;Summer;Fencing;9;9
CHN;2014;Winter;Short Track Speed Skating;9;11
AUS;2004;Summer;Diving;9;22
CHN;2004;Summer;Shooting;9;11
RUS;2000;Summer;Wrestling;9;-5
RUS;2000;Summer;Fencing;9;-5
HUN;2008;Summer;Canoeing;9;11
GER;2004;Summer;Equestrianism;9;9
CHN;2004;Summer;Table Tennis;9;11
NED;2012;Summer;Equestrianism;9;9
CHN;2008;Summer;Weightlifting;9;11
AUS;2000;Summer;Cycling;9;22
NED;2012;Summer;Rowing;9;9
CHN;2008;Summer;Synchronized Swimming;9;11
ROU;2016;Summer;Rowing;9;9
USA;2016;Summer;Equestrianism;9;9
GER;2012;Summer;Cycling;9;9
GER;2014;Winter;Luge;9;9
CAN;2014;Winter;Freestyle Skiing;9;-5
GER;2004;Summer;Rowing;9;9
FRA;2016;Summer;Equestrianism;9;11
KOR;2014;Winter;Short Track Speed Skating;9;12
KOR;2016;Summer;Archery;9;12
SWE;2000;Summer;Swimming;9;19
KOR;2008;Summer;Archery;9;12
KOR;2000;Summer;Archery;9;12
RUS;2012;Summer;Swimming;9;-5
FRA;2010;Winter;Biathlon;9;11
CUB;2000;Summer;Athletics;9;25
JPN;2004;Summer;Gymnastics;9;11
ITA;2002;Winter;Cross Country Skiing;9;13
FRA;2016;Summer;Fencing;9;11
NZL;2012;Summer;Rowing;9;11
CRO;2000;Summer;Rowing;9;11
AZE;2016;Summer;Wrestling;9;12
AUT;2014;Winter;Alpine Skiing;9;6
RUS;2014;Winter;Cross Country Skiing;9;-5
AUT;2002;Winter;Alpine Skiing;9;6
AUS;2016;Summer;Rowing;9;22
RUS;2016;Summer;Wrestling;9;-5
GBR;2004;Summer;Sailing;9;12
FRA;2008;Summer;Cycling;9;11
CAN;2000;Summer;Rowing;9;-5
CUB;2000;Summer;Volleyball;8;25
RUS;2014;Winter;Short Track Speed Skating;8;-5
CHN;2008;Summer;Shooting;8;11
POL;2008;Summer;Rowing;8;8
CUB;2004;Summer;Boxing;8;25
NOR;2010;Winter;Biathlon;8;2
ROU;2000;Summer;Canoeing;8;9
RUS;2004;Summer;Rhythmic Gymnastics;8;-5
CHN;2004;Summer;Badminton;8;11
CUB;2008;Summer;Boxing;8;25
CHN;2000;Summer;Shooting;8;11
RUS;2008;Summer;Swimming;8;-5
RUS;2004;Summer;Gymnastics;8;-5
RUS;2000;Summer;Rhythmic Gymnastics;8;-5
CHN;2004;Summer;Weightlifting;8;11
RUS;2008;Summer;Diving;8;-5
RUS;2000;Summer;Diving;8;-5
RUS;2012;Summer;Rhythmic Gymnastics;8;-5
KOR;2004;Summer;Archery;8;12
ETH;2016;Summer;Athletics;8;22
BLR;2012;Summer;Canoeing;8;6
GER;2004;Summer;Cycling;8;9
FIN;2014;Winter;Cross Country Skiing;8;2
SVK;2004;Summer;Canoeing;8;7
SVK;2008;Summer;Canoeing;8;7
FRA;2000;Summer;Rowing;8;11
KOR;2012;Summer;Archery;8;12
GER;2002;Winter;Speed Skating;8;9
AUS;2012;Summer;Sailing;8;22
GBR;2008;Summer;Athletics;8;12
GBR;2012;Summer;Gymnastics;8;12
USA;2010;Winter;Alpine Skiing;8;9
GBR;2012;Summer;Sailing;8;12
AUS;2008;Summer;Rowing;8;22
USA;2002;Winter;Speed Skating;8;9
FRA;2008;Summer;Fencing;8;11
POL;2014;Winter;Speed Skating;8;8
SWE;2014;Winter;Curling;8;19
FRA;2008;Summer;Rowing;8;11
GBR;2014;Winter;Curling;8;12
USA;2000;Summer;Sailing;8;9
AUS;2008;Summer;Canoeing;8;22
BLR;2008;Summer;Canoeing;8;6
CAN;2014;Winter;Curling;8;-5
GER;2010;Winter;Biathlon;8;9
GER;2010;Winter;Bobsleigh;8;9
CAN;2010;Winter;Bobsleigh;8;-5
NED;2012;Summer;Swimming;8;9
GER;2006;Winter;Bobsleigh;8;9
CAN;2000;Summer;Synchronized Swimming;8;-5
NED;2002;Winter;Speed Skating;8;9
CZE;2014;Winter;Biathlon;8;4
USA;2016;Summer;Cycling;8;9
FRA;2016;Summer;Swimming;8;11
GER;2012;Summer;Athletics;8;9
NGR;2004;Summer;Athletics;8;27
JPN;2000;Summer;Judo;8;11
ETH;2000;Summer;Athletics;8;22
JPN;2008;Summer;Swimming;8;11
ESP;2004;Summer;Cycling;8;13
RUS;2006;Winter;Speed Skating;7;-5
RUS;2002;Winter;Figure Skating;7;-5
AUS;2016;Summer;Sailing;7;22
ITA;2016;Summer;Shooting;7;13
GBR;2004;Summer;Equestrianism;7;12
ITA;2016;Summer;Fencing;7;13
ITA;2004;Summer;Swimming;7;13
GBR;2000;Summer;Sailing;7;12
CHN;2016;Summer;Weightlifting;7;11
RUS;2004;Summer;Weightlifting;7;-5
GBR;2004;Summer;Athletics;7;12
UKR;2000;Summer;Gymnastics;7;8
USA;2006;Winter;Speed Skating;7;9
GBR;2012;Summer;Canoeing;7;12
USA;2010;Winter;Nordic Combined;7;9
UZB;2016;Summer;Boxing;7;12
GER;2010;Winter;Speed Skating;7;9
ROU;2008;Summer;Gymnastics;7;9
ROU;2012;Summer;Gymnastics;7;9
CHN;2008;Summer;Archery;7;11
GER;2006;Winter;Speed Skating;7;9
USA;2014;Winter;Freestyle Skiing;7;9
USA;2012;Summer;Tennis;7;9
CHN;2010;Winter;Short Track Speed Skating;7;11
USA;2012;Summer;Diving;7;9
HUN;2016;Summer;Canoeing;7;11
USA;2010;Winter;Speed Skating;7;9
CHN;2016;Summer;Shooting;7;11
CHN;2012;Summer;Shooting;7;11
RUS;2000;Summer;Boxing;7;-5
AUS;2000;Summer;Sailing;7;22
NZL;2016;Summer;Sailing;7;11
USA;2006;Winter;Snowboarding;7;9
JPN;2000;Summer;Swimming;7;11
HUN;2016;Summer;Fencing;7;11
HUN;2016;Summer;Swimming;7;11
CHN;2012;Summer;Weightlifting;7;11
USA;2000;Summer;Wrestling;7;9
USA;2012;Summer;Cycling;7;9
ETH;2012;Summer;Athletics;7;22
BLR;2008;Summer;Rhythmic Gymnastics;7;6
JPN;2016;Summer;Table Tennis;7;11
FRA;2012;Summer;Judo;7;11
JPN;2016;Summer;Wrestling;7;11
BLR;2012;Summer;Rhythmic Gymnastics;7;6
NOR;2014;Winter;Nordic Combined;7;2
KEN;2004;Summer;Athletics;7;25
KOR;2002;Winter;Short Track Speed Skating;7;12
KOR;2004;Summer;Badminton;7;12
JPN;2016;Summer;Gymnastics;7;11
FIN;2002;Winter;Nordic Combined;7;2
KEN;2000;Summer;Athletics;7;25
ETH;2008;Summer;Athletics;7;22
ETH;2004;Summer;Athletics;7;22
NOR;2006;Winter;Ski Jumping;7;2
RUS;2016;Summer;Rhythmic Gymnastics;7;-5
DEN;2016;Summer;Cycling;7;8
DEN;2012;Summer;Rowing;7;8
NED;2000;Summer;Equestrianism;7;9
NED;2008;Summer;Swimming;7;9
CAN;2010;Winter;Speed Skating;7;-5
NGR;2000;Summer;Athletics;7;27
SVK;2016;Summer;Canoeing;7;7
RUS;2008;Summer;Rhythmic Gymnastics;7;-5
JPN;2008;Summer;Judo;7;11
CHN;2000;Summer;Weightlifting;7;11
BAH;2008;Summer;Athletics;7;25
RUS;2008;Summer;Weightlifting;7;-5
BLR;2000;Summer;Rhythmic Gymnastics;7;6
JPN;2008;Summer;Gymnastics;7;11
AZE;2012;Summer;Wrestling;7;12
JPN;2012;Summer;Gymnastics;7;11
JPN;2012;Summer;Judo;7;11
NZL;2012;Summer;Cycling;7;11
CUB;2008;Summer;Judo;6;25
DEN;2008;Summer;Rowing;6;8
LAT;2014;Winter;Luge;6;6
CHN;2012;Summer;Fencing;6;11
ITA;2016;Summer;Rowing;6;13
HUN;2004;Summer;Fencing;6;11
NOR;2006;Winter;Biathlon;6;2
FRA;2016;Summer;Boxing;6;11
CUB;2016;Summer;Boxing;6;25
CHN;2012;Summer;Athletics;6;11
CZE;2016;Summer;Canoeing;6;4
GER;2014;Winter;Nordic Combined;6;9
NGR;2008;Summer;Athletics;6;27
NED;2016;Summer;Cycling;6;9
